step,added_feature,pr_auc_val,delta_pr_auc,selected_features
41,is_new_device_tz_pair,0.013860175602277846,-0.0016543134336843481,"[""sum_amount_last_1h"", ""transactions_in_session"", ""max_amount_last_24h"", ""amount_zscore"", ""delta_3"", ""operation_amt"", ""is_weekend"", ""is_new_mcc"", ""std_time_deltas"", ""transactions_last_10m"", ""event_descr"", ""amount_ratio_prev"", ""sum_amount_last_24h"", ""amount_zscore_x_is_new_mcc"", ""acceleration_delta_1_over_2"", ""amount_zscore_x_is_new_device"", ""trend_mean_last_3_to_10"", ""is_compromised_device"", ""is_new_device_x_is_new_timezone"", ""session_mean_amount"", ""cv_delta_last_k"", ""timezone_missing"", ""amount_percentile_rank"", ""time_since_last_device_change"", ""transactions_last_1h"", ""delta_1"", ""time_since_prev_transaction"", ""is_new_channel"", ""session_duration"", ""is_mcc_switch"", ""std_delta_last_k"", ""log_1_plus_transactions_seen"", ""web_rdp_connection"", ""is_new_browser_language"", ""is_new_device"", ""is_night_transaction"", ""is_amount_high"", ""transactions_last_24h"", ""day_of_week"", ""phone_voip_call_state"", ""is_new_device_tz_pair""]"
42,mcc_code,0.013750225918189852,-0.0001099496840879944,"[""sum_amount_last_1h"", ""transactions_in_session"", ""max_amount_last_24h"", ""amount_zscore"", ""delta_3"", ""operation_amt"", ""is_weekend"", ""is_new_mcc"", ""std_time_deltas"", ""transactions_last_10m"", ""event_descr"", ""amount_ratio_prev"", ""sum_amount_last_24h"", ""amount_zscore_x_is_new_mcc"", ""acceleration_delta_1_over_2"", ""amount_zscore_x_is_new_device"", ""trend_mean_last_3_to_10"", ""is_compromised_device"", ""is_new_device_x_is_new_timezone"", ""session_mean_amount"", ""cv_delta_last_k"", ""timezone_missing"", ""amount_percentile_rank"", ""time_since_last_device_change"", ""transactions_last_1h"", ""delta_1"", ""time_since_prev_transaction"", ""is_new_channel"", ""session_duration"", ""is_mcc_switch"", ""std_delta_last_k"", ""log_1_plus_transactions_seen"", ""web_rdp_connection"", ""is_new_browser_language"", ""is_new_device"", ""is_night_transaction"", ""is_amount_high"", ""transactions_last_24h"", ""day_of_week"", ""phone_voip_call_state"", ""is_new_device_tz_pair"", ""mcc_code""]"
43,tr_amount,0.014244912228855995,0.0004946863106661432,"[""sum_amount_last_1h"", ""transactions_in_session"", ""max_amount_last_24h"", ""amount_zscore"", ""delta_3"", ""operation_amt"", ""is_weekend"", ""is_new_mcc"", ""std_time_deltas"", ""transactions_last_10m"", ""event_descr"", ""amount_ratio_prev"", ""sum_amount_last_24h"", ""amount_zscore_x_is_new_mcc"", ""acceleration_delta_1_over_2"", ""amount_zscore_x_is_new_device"", ""trend_mean_last_3_to_10"", ""is_compromised_device"", ""is_new_device_x_is_new_timezone"", ""session_mean_amount"", ""cv_delta_last_k"", ""timezone_missing"", ""amount_percentile_rank"", ""time_since_last_device_change"", ""transactions_last_1h"", ""delta_1"", ""time_since_prev_transaction"", ""is_new_channel"", ""session_duration"", ""is_mcc_switch"", ""std_delta_last_k"", ""log_1_plus_transactions_seen"", ""web_rdp_connection"", ""is_new_browser_language"", ""is_new_device"", ""is_night_transaction"", ""is_amount_high"", ""transactions_last_24h"", ""day_of_week"", ""phone_voip_call_state"", ""is_new_device_tz_pair"", ""mcc_code"", ""tr_amount""]"
44,amount_diff_prev,0.014626062029274411,0.00038114980041841634,"[""sum_amount_last_1h"", ""transactions_in_session"", ""max_amount_last_24h"", ""amount_zscore"", ""delta_3"", ""operation_amt"", ""is_weekend"", ""is_new_mcc"", ""std_time_deltas"", ""transactions_last_10m"", ""event_descr"", ""amount_ratio_prev"", ""sum_amount_last_24h"", ""amount_zscore_x_is_new_mcc"", ""acceleration_delta_1_over_2"", ""amount_zscore_x_is_new_device"", ""trend_mean_last_3_to_10"", ""is_compromised_device"", ""is_new_device_x_is_new_timezone"", ""session_mean_amount"", ""cv_delta_last_k"", ""timezone_missing"", ""amount_percentile_rank"", ""time_since_last_device_change"", ""transactions_last_1h"", ""delta_1"", ""time_since_prev_transaction"", ""is_new_channel"", ""session_duration"", ""is_mcc_switch"", ""std_delta_last_k"", ""log_1_plus_transactions_seen"", ""web_rdp_connection"", ""is_new_browser_language"", ""is_new_device"", ""is_night_transaction"", ""is_amount_high"", ""transactions_last_24h"", ""day_of_week"", ""phone_voip_call_state"", ""is_new_device_tz_pair"", ""mcc_code"", ""tr_amount"", ""amount_diff_prev""]"
45,is_new_timezone,0.012393311971460555,-0.0022327500578138565,"[""sum_amount_last_1h"", ""transactions_in_session"", ""max_amount_last_24h"", ""amount_zscore"", ""delta_3"", ""operation_amt"", ""is_weekend"", ""is_new_mcc"", ""std_time_deltas"", ""transactions_last_10m"", ""event_descr"", ""amount_ratio_prev"", ""sum_amount_last_24h"", ""amount_zscore_x_is_new_mcc"", ""acceleration_delta_1_over_2"", ""amount_zscore_x_is_new_device"", ""trend_mean_last_3_to_10"", ""is_compromised_device"", ""is_new_device_x_is_new_timezone"", ""session_mean_amount"", ""cv_delta_last_k"", ""timezone_missing"", ""amount_percentile_rank"", ""time_since_last_device_change"", ""transactions_last_1h"", ""delta_1"", ""time_since_prev_transaction"", ""is_new_channel"", ""session_duration"", ""is_mcc_switch"", ""std_delta_last_k"", ""log_1_plus_transactions_seen"", ""web_rdp_connection"", ""is_new_browser_language"", ""is_new_device"", ""is_night_transaction"", ""is_amount_high"", ""transactions_last_24h"", ""day_of_week"", ""phone_voip_call_state"", ""is_new_device_tz_pair"", ""mcc_code"", ""tr_amount"", ""amount_diff_prev"", ""is_new_timezone""]"
46,is_device_switch,0.011221395023087048,-0.0011719169483735067,"[""sum_amount_last_1h"", ""transactions_in_session"", ""max_amount_last_24h"", ""amount_zscore"", ""delta_3"", ""operation_amt"", ""is_weekend"", ""is_new_mcc"", ""std_time_deltas"", ""transactions_last_10m"", ""event_descr"", ""amount_ratio_prev"", ""sum_amount_last_24h"", ""amount_zscore_x_is_new_mcc"", ""acceleration_delta_1_over_2"", ""amount_zscore_x_is_new_device"", ""trend_mean_last_3_to_10"", ""is_compromised_device"", ""is_new_device_x_is_new_timezone"", ""session_mean_amount"", ""cv_delta_last_k"", ""timezone_missing"", ""amount_percentile_rank"", ""time_since_last_device_change"", ""transactions_last_1h"", ""delta_1"", ""time_since_prev_transaction"", ""is_new_channel"", ""session_duration"", ""is_mcc_switch"", ""std_delta_last_k"", ""log_1_plus_transactions_seen"", ""web_rdp_connection"", ""is_new_browser_language"", ""is_new_device"", ""is_night_transaction"", ""is_amount_high"", ""transactions_last_24h"", ""day_of_week"", ""phone_voip_call_state"", ""is_new_device_tz_pair"", ""mcc_code"", ""tr_amount"", ""amount_diff_prev"", ""is_new_timezone"", ""is_device_switch""]"
47,is_timezone_change,0.014050723950922737,0.0028293289278356892,"[""sum_amount_last_1h"", ""transactions_in_session"", ""max_amount_last_24h"", ""amount_zscore"", ""delta_3"", ""operation_amt"", ""is_weekend"", ""is_new_mcc"", ""std_time_deltas"", ""transactions_last_10m"", ""event_descr"", ""amount_ratio_prev"", ""sum_amount_last_24h"", ""amount_zscore_x_is_new_mcc"", ""acceleration_delta_1_over_2"", ""amount_zscore_x_is_new_device"", ""trend_mean_last_3_to_10"", ""is_compromised_device"", ""is_new_device_x_is_new_timezone"", ""session_mean_amount"", ""cv_delta_last_k"", ""timezone_missing"", ""amount_percentile_rank"", ""time_since_last_device_change"", ""transactions_last_1h"", ""delta_1"", ""time_since_prev_transaction"", ""is_new_channel"", ""session_duration"", ""is_mcc_switch"", ""std_delta_last_k"", ""log_1_plus_transactions_seen"", ""web_rdp_connection"", ""is_new_browser_language"", ""is_new_device"", ""is_night_transaction"", ""is_amount_high"", ""transactions_last_24h"", ""day_of_week"", ""phone_voip_call_state"", ""is_new_device_tz_pair"", ""mcc_code"", ""tr_amount"", ""amount_diff_prev"", ""is_new_timezone"", ""is_device_switch"", ""is_timezone_change""]"
48,delta_2,0.01179327170674188,-0.002257452244180858,"[""sum_amount_last_1h"", ""transactions_in_session"", ""max_amount_last_24h"", ""amount_zscore"", ""delta_3"", ""operation_amt"", ""is_weekend"", ""is_new_mcc"", ""std_time_deltas"", ""transactions_last_10m"", ""event_descr"", ""amount_ratio_prev"", ""sum_amount_last_24h"", ""amount_zscore_x_is_new_mcc"", ""acceleration_delta_1_over_2"", ""amount_zscore_x_is_new_device"", ""trend_mean_last_3_to_10"", ""is_compromised_device"", ""is_new_device_x_is_new_timezone"", ""session_mean_amount"", ""cv_delta_last_k"", ""timezone_missing"", ""amount_percentile_rank"", ""time_since_last_device_change"", ""transactions_last_1h"", ""delta_1"", ""time_since_prev_transaction"", ""is_new_channel"", ""session_duration"", ""is_mcc_switch"", ""std_delta_last_k"", ""log_1_plus_transactions_seen"", ""web_rdp_connection"", ""is_new_browser_language"", ""is_new_device"", ""is_night_transaction"", ""is_amount_high"", ""transactions_last_24h"", ""day_of_week"", ""phone_voip_call_state"", ""is_new_device_tz_pair"", ""mcc_code"", ""tr_amount"", ""amount_diff_prev"", ""is_new_timezone"", ""is_device_switch"", ""is_timezone_change"", ""delta_2""]"
49,device_freq,0.007592262703983401,-0.004201009002758479,"[""sum_amount_last_1h"", ""transactions_in_session"", ""max_amount_last_24h"", ""amount_zscore"", ""delta_3"", ""operation_amt"", ""is_weekend"", ""is_new_mcc"", ""std_time_deltas"", ""transactions_last_10m"", ""event_descr"", ""amount_ratio_prev"", ""sum_amount_last_24h"", ""amount_zscore_x_is_new_mcc"", ""acceleration_delta_1_over_2"", ""amount_zscore_x_is_new_device"", ""trend_mean_last_3_to_10"", ""is_compromised_device"", ""is_new_device_x_is_new_timezone"", ""session_mean_amount"", ""cv_delta_last_k"", ""timezone_missing"", ""amount_percentile_rank"", ""time_since_last_device_change"", ""transactions_last_1h"", ""delta_1"", ""time_since_prev_transaction"", ""is_new_channel"", ""session_duration"", ""is_mcc_switch"", ""std_delta_last_k"", ""log_1_plus_transactions_seen"", ""web_rdp_connection"", ""is_new_browser_language"", ""is_new_device"", ""is_night_transaction"", ""is_amount_high"", ""transactions_last_24h"", ""day_of_week"", ""phone_voip_call_state"", ""is_new_device_tz_pair"", ""mcc_code"", ""tr_amount"", ""amount_diff_prev"", ""is_new_timezone"", ""is_device_switch"", ""is_timezone_change"", ""delta_2"", ""device_freq""]"
50,hour,0.009106781159006514,0.0015145184550231132,"[""sum_amount_last_1h"", ""transactions_in_session"", ""max_amount_last_24h"", ""amount_zscore"", ""delta_3"", ""operation_amt"", ""is_weekend"", ""is_new_mcc"", ""std_time_deltas"", ""transactions_last_10m"", ""event_descr"", ""amount_ratio_prev"", ""sum_amount_last_24h"", ""amount_zscore_x_is_new_mcc"", ""acceleration_delta_1_over_2"", ""amount_zscore_x_is_new_device"", ""trend_mean_last_3_to_10"", ""is_compromised_device"", ""is_new_device_x_is_new_timezone"", ""session_mean_amount"", ""cv_delta_last_k"", ""timezone_missing"", ""amount_percentile_rank"", ""time_since_last_device_change"", ""transactions_last_1h"", ""delta_1"", ""time_since_prev_transaction"", ""is_new_channel"", ""session_duration"", ""is_mcc_switch"", ""std_delta_last_k"", ""log_1_plus_transactions_seen"", ""web_rdp_connection"", ""is_new_browser_language"", ""is_new_device"", ""is_night_transaction"", ""is_amount_high"", ""transactions_last_24h"", ""day_of_week"", ""phone_voip_call_state"", ""is_new_device_tz_pair"", ""mcc_code"", ""tr_amount"", ""amount_diff_prev"", ""is_new_timezone"", ""is_device_switch"", ""is_timezone_change"", ""delta_2"", ""device_freq"", ""hour""]"
51,time_since_last_mcc_change,0.006697963494702586,-0.0024088176643039284,"[""sum_amount_last_1h"", ""transactions_in_session"", ""max_amount_last_24h"", ""amount_zscore"", ""delta_3"", ""operation_amt"", ""is_weekend"", ""is_new_mcc"", ""std_time_deltas"", ""transactions_last_10m"", ""event_descr"", ""amount_ratio_prev"", ""sum_amount_last_24h"", ""amount_zscore_x_is_new_mcc"", ""acceleration_delta_1_over_2"", ""amount_zscore_x_is_new_device"", ""trend_mean_last_3_to_10"", ""is_compromised_device"", ""is_new_device_x_is_new_timezone"", ""session_mean_amount"", ""cv_delta_last_k"", ""timezone_missing"", ""amount_percentile_rank"", ""time_since_last_device_change"", ""transactions_last_1h"", ""delta_1"", ""time_since_prev_transaction"", ""is_new_channel"", ""session_duration"", ""is_mcc_switch"", ""std_delta_last_k"", ""log_1_plus_transactions_seen"", ""web_rdp_connection"", ""is_new_browser_language"", ""is_new_device"", ""is_night_transaction"", ""is_amount_high"", ""transactions_last_24h"", ""day_of_week"", ""phone_voip_call_state"", ""is_new_device_tz_pair"", ""mcc_code"", ""tr_amount"", ""amount_diff_prev"", ""is_new_timezone"", ""is_device_switch"", ""is_timezone_change"", ""delta_2"", ""device_freq"", ""hour"", ""time_since_last_mcc_change""]"
52,amount_to_median,0.006331994646829128,-0.0003659688478734576,"[""sum_amount_last_1h"", ""transactions_in_session"", ""max_amount_last_24h"", ""amount_zscore"", ""delta_3"", ""operation_amt"", ""is_weekend"", ""is_new_mcc"", ""std_time_deltas"", ""transactions_last_10m"", ""event_descr"", ""amount_ratio_prev"", ""sum_amount_last_24h"", ""amount_zscore_x_is_new_mcc"", ""acceleration_delta_1_over_2"", ""amount_zscore_x_is_new_device"", ""trend_mean_last_3_to_10"", ""is_compromised_device"", ""is_new_device_x_is_new_timezone"", ""session_mean_amount"", ""cv_delta_last_k"", ""timezone_missing"", ""amount_percentile_rank"", ""time_since_last_device_change"", ""transactions_last_1h"", ""delta_1"", ""time_since_prev_transaction"", ""is_new_channel"", ""session_duration"", ""is_mcc_switch"", ""std_delta_last_k"", ""log_1_plus_transactions_seen"", ""web_rdp_connection"", ""is_new_browser_language"", ""is_new_device"", ""is_night_transaction"", ""is_amount_high"", ""transactions_last_24h"", ""day_of_week"", ""phone_voip_call_state"", ""is_new_device_tz_pair"", ""mcc_code"", ""tr_amount"", ""amount_diff_prev"", ""is_new_timezone"", ""is_device_switch"", ""is_timezone_change"", ""delta_2"", ""device_freq"", ""hour"", ""time_since_last_mcc_change"", ""amount_to_median""]"
